avg_len_man,crashes,n_RtI,n_emergency,prop_manual,prop_rejected_RtI,puddle_warnings,rock_warnings,skids,state_warnings,utility
3.8461538461538463,0,17,0,0.05025125628140704,0.5142857142857142,41,1,3,266,0.3536683417085427
3.9523809523809526,0,33,0,0.08341708542713568,0.547945205479452,92,1,0,240,0.3790954773869347
3.8125,0,23,0,0.061306532663316586,0.5818181818181818,61,1,3,222,0.35125628140703524
7.0,1,3,0,0.01407035175879397,0.5,8,5,0,319,0.28512562814070364
1.75,0,5,0,0.007035175879396985,0.5454545454545454,13,1,0,245,0.38070351758793974
5.357142857142857,0,21,2,0.07537688442211055,0.5,56,1,3,323,0.3531658291457287
4.125,0,12,0,0.033165829145728645,0.5,28,1,1,295,0.37065326633165835
4.545454545454546,0,31,0,0.10050251256281408,0.45614035087719296,75,1,3,218,0.350251256281407
4.625,0,14,2,0.0371859296482412,0.72,53,1,0,268,0.38281407035175885
4.8,0,19,0,0.07236180904522613,0.4722222222222222,42,1,1,252,0.3692462311557789
4.666666666666667,1,3,0,0.01407035175879397,0.8695652173913043,27,1,0,244,0.2828140703517589
5.315789473684211,1,34,1,0.10150753768844221,0.4603174603174603,76,1,1,244,0.27206030150753774
5.1875,1,26,0,0.08341708542713568,0.5,71,1,2,271,0.25969849246231164
3.5714285714285716,0,9,0,0.02512562814070352,0.6896551724137931,32,1,0,199,0.3783919597989951
4.75,0,9,0,0.03819095477386935,0.64,29,1,0,252,0.38341708542713565
3.8181818181818183,0,16,0,0.04221105527638191,0.5151515151515151,38,1,0,252,0.37839195979899504
3.0,0,10,0,0.024120603015075376,0.6875,35,1,2,303,0.3640201005025126
5.916666666666667,0,18,0,0.07135678391959799,0.45454545454545453,43,1,2,237,0.3655276381909548
3.3333333333333335,1,24,0,0.05025125628140704,0.6065573770491803,71,1,2,247,0.2604020100502514
4.0625,0,24,0,0.06532663316582915,0.5,51,3,1,277,0.37678391959798996
4.0,0,28,0,0.07236180904522613,0.46153846153846156,61,1,0,287,0.38482412060301513
4.333333333333333,0,4,0,0.01306532663316583,0.42857142857142855,11,1,0,254,0.3820100502512563
5.5,0,35,0,0.12160804020100502,0.39655172413793105,67,1,1,255,0.37658291457286436
4.052631578947368,0,24,0,0.07738693467336684,0.5714285714285714,60,1,1,262,0.37718592964824127
5.666666666666667,1,10,2,0.034170854271356785,0.375,17,5,1,313,0.27527638190954784
5.2,0,17,0,0.05226130653266332,0.5526315789473685,46,1,1,226,0.3731658291457287
3.4,1,15,1,0.034170854271356785,0.6428571428571429,45,1,0,248,0.28150753768844233
2.0,0,12,0,0.016080402010050253,0.5862068965517241,32,1,0,229,0.3795979899497488
2.3333333333333335,0,5,0,0.007035175879396985,0.16666666666666666,9,1,0,221,0.3804020100502513
7.571428571428571,0,11,0,0.053266331658291456,0.5217391304347826,32,1,1,269,0.3715577889447237
3.230769230769231,0,24,2,0.04221105527638191,0.6,66,1,1,273,0.37065326633165835
5.285714285714286,1,25,2,0.0743718592964824,0.4318181818181818,52,1,0,267,0.2846231155778895
4.222222222222222,1,10,0,0.03819095477386935,0.5,24,1,0,249,0.2802010050251257
4.2,0,15,2,0.04221105527638191,0.625,48,1,0,252,0.37859296482412064
5.2,0,21,0,0.07839195979899498,0.5961538461538461,57,4,1,238,0.3766834170854272
4.333333333333333,1,25,0,0.07839195979899498,0.6031746031746031,68,1,4,311,0.24492462311557803
4.266666666666667,0,22,0,0.06432160804020101,0.5111111111111111,50,1,1,261,0.37296482412060306
2.0,0,7,0,0.010050251256281407,0.5,16,1,0,282,0.37869346733668346
5.75,1,6,0,0.023115577889447236,0.76,30,3,0,251,0.28150753768844233
4.583333333333333,0,15,0,0.05527638190954774,0.6341463414634146,46,1,2,256,0.3628140703517588
4.4,1,6,0,0.022110552763819097,0.5714285714285714,16,3,0,268,0.2823115577889448
3.5833333333333335,0,14,0,0.04321608040201005,0.391304347826087,25,1,0,257,0.38472361809045236
6.75,0,11,0,0.053266331658291456,0.47619047619047616,24,1,1,253,0.37346733668341714
3.4166666666666665,0,16,0,0.04120603015075377,0.7419354838709677,66,5,0,254,0.3802010050251257
3.2,0,16,0,0.032160804020100506,0.4074074074074074,31,5,0,266,0.3805025125628141
5.722222222222222,1,22,0,0.1035175879396985,0.5769230769230769,68,1,0,267,0.28482412060301515
2.0,0,3,0,0.004020100502512563,0.5,7,1,0,268,0.3782914572864322
1.0,0,2,0,0.0010050251256281408,0.8,8,10,0,293,0.37949748743718603
5.105263157894737,0,24,0,0.09748743718592964,0.48936170212765956,63,1,3,222,0.34944723618090456
5.0,0,6,2,0.01507537688442211,0.4,11,1,0,271,0.3814070351758794
4.722222222222222,0,27,0,0.08542713567839195,0.5645161290322581,79,1,3,196,0.3452261306532664
4.833333333333333,1,9,0,0.02914572864321608,0.5909090909090909,28,1,0,265,0.28050251256281417
6.454545454545454,0,18,0,0.07135678391959799,0.6842105263157895,69,1,1,234,0.371356783919598
4.142857142857143,0,10,0,0.02914572864321608,0.6296296296296297,30,1,1,220,0.37015075376884427
6.944444444444445,0,30,0,0.12562814070351758,0.4915254237288136,73,1,1,239,0.3746733668341709
6.181818181818182,1,21,0,0.06834170854271357,0.58,66,1,1,298,0.2721608040201006
5.590909090909091,2,32,0,0.12361809045226131,0.5733333333333334,82,1,2,215,0.16311557788944733
2.3333333333333335,0,5,0,0.007035175879396985,0.16666666666666666,7,1,0,289,0.3846231155778895
4.2,0,7,2,0.021105527638190954,0.6111111111111112,23,1,1,298,0.37356783919597997
4.0,1,7,0,0.024120603015075376,0.36363636363636365,16,1,0,287,0.27849246231155794
5.090909090909091,0,16,2,0.05628140703517588,0.7142857142857143,64,1,2,262,0.3604020100502513
4.555555555555555,0,28,0,0.08241206030150754,0.5087719298245614,70,1,3,249,0.35366834170854283
2.0,0,13,2,0.016080402010050253,0.5357142857142857,29,1,0,242,0.38010050251256283
5.333333333333333,1,24,0,0.09547738693467336,0.6712328767123288,82,1,1,216,0.2725628140703518
4.166666666666667,0,8,0,0.02512562814070352,0.4666666666666667,19,1,0,224,0.37939698492462315
5.222222222222222,1,18,1,0.04723618090452261,0.5813953488372093,48,1,0,201,0.2779899497487438
3.25,0,20,0,0.05226130653266332,0.6,53,5,2,238,0.3623115577889448
5.411764705882353,0,23,0,0.09246231155778895,0.4888888888888889,54,1,0,264,0.3829145728643216
2.4,0,6,0,0.012060301507537688,0.7272727272727273,23,8,0,258,0.38190954773869346
3.869565217391304,0,35,0,0.08944723618090453,0.38596491228070173,68,1,2,200,0.35939698492462313
4.631578947368421,0,29,0,0.08844221105527639,0.5972222222222222,80,1,2,224,0.3657286432160805
3.4444444444444446,0,11,0,0.03015075376884422,0.5769230769230769,29,1,0,302,0.38673366834170864
4.117647058823529,1,27,0,0.07035175879396985,0.5,66,1,1,243,0.2705527638190956
4.764705882352941,1,30,2,0.0814070351758794,0.45454545454545453,64,1,2,305,0.2644221105527638
2.8333333333333335,0,8,0,0.017085427135678392,0.5555555555555556,21,1,0,236,0.37969849246231163
4.5,1,17,0,0.04522613065326633,0.6530612244897959,54,3,0,245,0.2771859296482413
3.0,0,6,2,0.009045226130653266,0.25,9,1,0,280,0.3837185929648242
4.777777777777778,0,30,0,0.08542713567839195,0.625,84,1,1,269,0.3741708542713569
5.7272727272727275,0,20,0,0.06331658291457286,0.6875,75,4,0,269,0.38100502512562817
4.2105263157894735,1,31,0,0.07939698492462312,0.45614035087719296,60,1,1,238,0.27457286432160816
4.095238095238095,1,31,0,0.0864321608040201,0.5441176470588235,73,4,1,259,0.27608040201005035
1.5,0,3,0,0.003015075376884422,0.625,8,5,0,309,0.3817085427135679
6.055555555555555,0,24,0,0.10954773869346733,0.5555555555555556,68,1,2,241,0.35909547738693476
4.733333333333333,1,20,0,0.07135678391959799,0.5652173913043478,54,1,1,245,0.27055276381909554
4.555555555555555,0,12,0,0.04120603015075377,0.6129032258064516,38,1,1,294,0.3725628140703518
3.357142857142857,1,19,0,0.04723618090452261,0.5476190476190477,45,1,1,280,0.2755778894472362
3.5833333333333335,0,19,0,0.04321608040201005,0.5476190476190477,46,1,2,263,0.3640201005025126
3.5714285714285716,0,10,2,0.02512562814070352,0.5,22,1,1,368,0.37859296482412064
5.8,0,19,0,0.05829145728643216,0.4722222222222222,44,1,1,272,0.37376884422110557
4.3076923076923075,0,19,0,0.05628140703517588,0.6833333333333333,65,1,0,311,0.38582914572864324
4.6,1,9,1,0.023115577889447236,0.5263157894736842,20,5,0,270,0.2792964824120604
4.235294117647059,0,24,0,0.07236180904522613,0.5384615384615384,58,1,1,264,0.37919597989949755
3.52,2,34,0,0.08743718592964825,0.5,80,1,1,249,0.17155778894472373
5.5,0,7,2,0.022110552763819097,0.46153846153846156,15,1,0,258,0.37879396984924635
2.2857142857142856,0,12,0,0.016080402010050253,0.6129032258064516,33,1,0,213,0.37577889447236185
4.625,1,29,1,0.11155778894472362,0.546875,75,1,1,245,0.27718592964824124
4.4,0,6,0,0.022110552763819097,0.5714285714285714,17,1,1,254,0.37035175879396987
4.6,0,28,0,0.09246231155778895,0.46153846153846156,60,1,1,282,0.3757788944723619
5.411764705882353,0,25,0,0.09246231155778895,0.5192307692307693,56,1,1,200,0.37477386934673373
5.166666666666667,0,8,0,0.031155778894472363,0.42857142857142855,19,1,0,267,0.381105527638191
3.7333333333333334,0,22,0,0.05628140703517588,0.65625,74,1,1,253,0.36492462311557794
5.2631578947368425,0,27,0,0.10050251256281408,0.509090909090909,68,1,2,277,0.3647236180904523
5.6,2,16,0,0.05628140703517588,0.7241379310344828,66,3,0,255,0.18040201005025136
6.416666666666667,0,15,0,0.07738693467336684,0.6341463414634146,49,1,1,272,0.37216080402010054
5.4,1,6,0,0.027135678391959798,0.6842105263157895,19,11,1,326,0.276281407035176
7.666666666666667,0,7,0,0.04623115577889447,0.4166666666666667,17,1,0,231,0.3831155778894473
3.6666666666666665,0,4,0,0.011055276381909548,0.42857142857142855,9,1,0,246,0.3795979899497488
4.75,0,10,0,0.03819095477386935,0.5,24,1,0,311,0.38623115577889455
5.3,1,41,0,0.15979899497487438,0.4675324675324675,115,1,3,219,0.2531658291457287
3.8666666666666667,0,19,0,0.05829145728643216,0.5869565217391305,49,1,2,242,0.35989949748743727
5.842105263157895,0,26,0,0.11155778894472362,0.6060606060606061,72,3,3,260,0.3569849246231156
4.928571428571429,0,18,0,0.06934673366834171,0.6470588235294118,57,4,0,262,0.3830150753768845
4.428571428571429,0,18,0,0.062311557788944726,0.5909090909090909,50,1,2,191,0.3624120603015076
5.083333333333333,1,16,0,0.061306532663316586,0.7037037037037037,66,1,2,242,0.26301507537688446
3.142857142857143,1,12,1,0.022110552763819097,0.29411764705882354,20,1,0,281,0.2826130653266333
6.0,1,32,0,0.11457286432160804,0.4666666666666667,73,1,1,210,0.27266331658291465
4.733333333333333,1,23,1,0.07135678391959799,0.6349206349206349,68,1,0,272,0.28412060301507547
10.0,1,4,1,0.020100502512562814,0.5,8,5,0,255,0.2830150753768844
5.333333333333333,2,35,1,0.12864321608040202,0.4852941176470588,83,1,1,272,0.17195979899497502
5.181818181818182,1,35,2,0.1135678391959799,0.527027027027027,94,1,2,203,0.26391959798994985
5.0,2,9,0,0.04522613065326633,0.625,29,3,0,217,0.18090452261306547
5.8,0,24,2,0.08743718592964825,0.5636363636363636,68,1,2,296,0.36582914572864333
7.363636363636363,0,16,0,0.0814070351758794,0.5555555555555556,48,1,0,227,0.3805025125628141
7.0,0,3,0,0.021105527638190954,0.5714285714285714,8,5,0,237,0.38
4.125,1,13,1,0.033165829145728645,0.48,26,1,0,236,0.28150753768844233
3.933333333333333,0,20,0,0.0592964824120603,0.5,46,5,1,200,0.3720603015075377
4.454545454545454,0,19,0,0.04924623115577889,0.6041666666666666,51,1,0,258,0.3844221105527638
3.7777777777777777,0,27,0,0.06834170854271357,0.5178571428571429,62,1,1,274,0.3725628140703518
4.611111111111111,1,24,0,0.08341708542713568,0.5862068965517241,65,5,1,285,0.27758793969849255
4.9375,0,30,0,0.07939698492462312,0.47368421052631576,65,1,3,272,0.35095477386934676
2.0,0,6,0,0.008040201005025126,0.3333333333333333,10,1,0,280,0.379497487437186
3.2222222222222223,0,11,0,0.02914572864321608,0.5769230769230769,29,1,0,256,0.3844221105527639
3.25,1,15,1,0.03919597989949749,0.375,25,1,2,219,0.261105527638191
4.0,1,3,1,0.008040201005025126,0.75,14,1,0,223,0.27587939698492475
6.0,0,3,0,0.012060301507537688,0.0,7,1,0,251,0.3793969849246231
4.785714285714286,0,21,0,0.06733668341708543,0.5961538461538461,58,1,0,298,0.383819095477387
6.363636363636363,1,17,1,0.07035175879396985,0.5,39,1,2,210,0.26241206030150765
4.428571428571429,1,24,0,0.062311557788944726,0.5294117647058824,53,1,0,263,0.28522613065326646
4.2,1,37,0,0.10552763819095477,0.5,85,1,4,202,0.23809045226130662
2.3333333333333335,1,5,1,0.007035175879396985,0.5454545454545454,13,1,0,253,0.2809045226130654
4.6923076923076925,0,19,0,0.061306532663316586,0.5957446808510638,52,1,0,272,0.38492462311557796
4.9411764705882355,0,29,0,0.08442211055276382,0.3409090909090909,54,1,1,220,0.3707537688442212
4.0,1,16,0,0.04824120603015075,0.6444444444444445,50,1,0,267,0.2815075376884423
4.357142857142857,0,19,0,0.061306532663316586,0.6274509803921569,53,1,1,266,0.37718592964824127
3.3333333333333335,0,17,0,0.03919597989949749,0.39285714285714285,29,1,0,338,0.38432160804020105
2.75,0,13,0,0.022110552763819097,0.43478260869565216,25,1,0,290,0.38221105527638194
2.857142857142857,0,8,0,0.020100502512562814,0.42857142857142855,18,1,0,258,0.3802010050251257
4.764705882352941,0,22,0,0.08040201005025126,0.37142857142857144,43,1,2,306,0.3657286432160805
3.6153846153846154,0,24,0,0.04723618090452261,0.48936170212765956,51,1,1,249,0.36964824120603024
4.954545454545454,0,30,2,0.10954773869346733,0.5238095238095238,73,1,1,243,0.37185929648241206
4.25,0,5,0,0.017085427135678392,0.5454545454545454,13,1,0,262,0.3820100502512563
4.947368421052632,0,33,0,0.09447236180904522,0.45,67,1,1,253,0.37296482412060306
2.875,0,23,0,0.04623115577889447,0.6101694915254238,65,5,1,266,0.36914572864321615
4.25,0,6,0,0.016080402010050253,0.25,9,1,0,236,0.37829145728643226
3.9285714285714284,0,22,0,0.05527638190954774,0.5925925925925926,59,1,1,257,0.37115577889447243
4.428571428571429,0,10,0,0.031155778894472363,0.5454545454545454,29,1,0,248,0.38090452261306534
6.153846153846154,0,22,0,0.08040201005025126,0.5849056603773585,57,5,0,232,0.3828140703517589
1.8333333333333333,1,7,0,0.011055276381909548,0.6111111111111112,21,1,0,241,0.2790954773869348
4.083333333333333,0,14,0,0.04924623115577889,0.5757575757575758,37,5,1,219,0.3684422110552764
4.666666666666667,0,14,0,0.04221105527638191,0.5483870967741935,35,1,1,247,0.3716582914572865
3.5,1,25,0,0.05527638190954774,0.4318181818181818,48,1,2,217,0.261105527638191
4.473684210526316,1,33,1,0.08542713567839195,0.45,68,1,1,280,0.27165829145728654
4.3,0,14,0,0.04321608040201005,0.5172413793103449,34,1,0,272,0.38512562814070356
3.473684210526316,0,29,0,0.06633165829145729,0.5166666666666667,64,1,0,274,0.38582914572864324
3.6,0,11,0,0.036180904522613064,0.6666666666666666,37,1,1,235,0.3705527638190955
5.866666666666666,2,21,1,0.08844221105527639,0.5333333333333333,52,4,0,241,0.18763819095477394
4.0,0,4,0,0.008040201005025126,0.5555555555555556,10,1,0,215,0.38140703517587937
3.5,0,11,1,0.02814070351758794,0.3888888888888889,21,17,0,243,0.38361809045226136
4.6,0,26,0,0.06733668341708543,0.543859649122807,66,1,0,232,0.38
4.0,0,9,0,0.024120603015075376,0.6666666666666666,29,1,0,292,0.38391959798994985
6.3076923076923075,1,14,0,0.08241206030150754,0.6744186046511628,53,4,3,250,0.2534673366834172
6.4375,1,27,0,0.1035175879396985,0.5423728813559322,71,1,2,260,0.26432160804020105
4.1875,1,25,0,0.06733668341708543,0.5370370370370371,59,1,1,274,0.27899497487437186
4.2727272727272725,0,21,2,0.04723618090452261,0.46153846153846156,42,1,0,267,0.382211055276382
5.105263157894737,4,31,1,0.09748743718592964,0.5373134328358209,74,1,2,238,-0.040904522613065174
4.538461538461538,0,20,0,0.0592964824120603,0.4117647058823529,40,1,0,263,0.383819095477387
4.583333333333333,0,21,0,0.05527638190954774,0.38235294117647056,38,1,0,236,0.3844221105527638
5.2,0,17,0,0.05226130653266332,0.5952380952380952,44,3,1,247,0.3731658291457287
4.111111111111111,0,12,0,0.0371859296482412,0.7,43,1,0,241,0.3845226130653267
3.25,1,6,0,0.01306532663316583,0.7,22,1,0,218,0.2790954773869348
5.222222222222222,1,16,2,0.04723618090452261,0.4074074074074074,28,1,0,220,0.27919597989949757
4.444444444444445,1,12,0,0.04020100502512563,0.4782608695652174,26,1,0,304,0.2846231155778895
3.875,0,12,0,0.031155778894472363,0.5555555555555556,32,1,1,227,0.3730653266331659
4.125,0,10,0,0.033165829145728645,0.23076923076923078,16,1,0,290,0.3842211055276383
6.5,0,4,0,0.01306532663316583,0.3333333333333333,7,1,0,220,0.3797989949748744
4.666666666666667,1,4,0,0.01407035175879397,0.5,10,1,0,275,0.27708542713567846
6.5,0,4,0,0.02613065326633166,0.6666666666666666,13,5,0,260,0.38231155778894477
2.6666666666666665,0,5,0,0.008040201005025126,0.16666666666666666,7,1,0,252,0.37919597989949755
5.055555555555555,2,28,0,0.0914572864321608,0.5555555555555556,68,7,1,230,0.1737688442211056
5.75,1,33,0,0.11557788944723618,0.46774193548387094,76,1,0,245,0.28040201005025134
4.5,0,6,0,0.018090452261306532,0.5384615384615384,15,1,0,285,0.3852261306532664
3.2,0,7,0,0.016080402010050253,0.631578947368421,18,5,0,232,0.3817085427135679
4.125,0,37,0,0.09949748743718594,0.4714285714285714,82,1,1,243,0.37175879396984934
3.0,0,9,0,0.021105527638190954,0.6086956521739131,25,1,0,255,0.38080402010050257
2.5454545454545454,0,12,0,0.02814070351758794,0.5555555555555556,32,1,1,249,0.3683417085427136
