avg_len_man,crashes,n_RtI,n_emergency,n_exp,pr_rock,prop_manual,prop_rejected_RtI,puddle_warnings,rock_warnings,skids,state_warnings,utility
7.695652173913044,50,209,9,84,0.4,0.7105527638190955,0.27177700348432055,70,995,3,47,-4.709246231155778
8.842857142857143,42,110,1,84,0.5,0.6211055276381909,0.7074468085106383,30,995,5,26,-3.9485427135678393
8.980392156862745,31,59,0,84,0.6,0.46030150753768845,0.8899253731343284,11,995,0,7,-2.817889447236181
7.333333333333333,0,29,0,85,0.1,0.13266331658291458,0.5245901639344263,75,67,5,177,0.3262311557788945
6.192982456140351,41,247,30,85,0.2,0.7085427135678392,0.1453287197231834,28,995,2,135,-3.744522613065326
6.485981308411215,38,241,17,85,0.3,0.6964824120603015,0.19933554817275748,72,995,9,96,-3.5486432160804022
6.94,45,251,20,85,0.4,0.6964824120603015,0.16611295681063123,39,995,2,62,-4.1959798994974875
9.818181818181818,25,56,0,85,0.5,0.43316582914572865,0.9005328596802842,44,995,2,12,-2.232361809045226
8.891304347826088,32,53,0,85,0.6,0.4100502512562814,0.909556313993174,45,995,2,11,-2.9374874371859296
5.090909090909091,0,16,1,86,0.1,0.05628140703517588,0.7288135593220338,61,21,2,187,0.34703517587939703
5.3418803418803416,27,250,38,86,0.2,0.6261306532663317,0.17491749174917492,53,905,5,155,-2.3673366834170855
6.841584158415841,34,246,28,86,0.3,0.6934673366834171,0.19078947368421054,56,995,5,87,-3.1027135678391957
7.815217391304348,43,223,11,86,0.4,0.721608040201005,0.19202898550724637,59,995,7,49,-4.048241206030151
9.217391304347826,27,53,0,86,0.5,0.42512562814070354,0.9071803852889667,40,995,3,16,-2.4383919597989947
9.591836734693878,37,59,0,86,0.6,0.471356783919598,0.8876190476190476,61,995,3,5,-3.4517587939698493
7.923076923076923,6,43,1,87,0.1,0.207035175879397,0.4266666666666667,84,38,4,150,-0.2688442211055274
5.722689075630252,34,263,21,87,0.2,0.6834170854271356,0.1624203821656051,81,995,9,116,-3.121105527638191
6.490384615384615,46,250,20,87,0.3,0.6773869346733669,0.21875,58,995,7,87,-4.326030150753769
7.489583333333333,39,224,14,87,0.4,0.721608040201005,0.18840579710144928,36,995,5,54,-3.6241206030150748
8.819444444444445,34,131,0,87,0.5,0.6381909547738693,0.6350974930362117,48,995,5,24,-3.149748743718593
8.707692307692307,32,96,0,87,0.6,0.5678391959798995,0.7762237762237763,53,995,4,18,-2.954472361809045
6.913043478260869,1,31,0,88,0.1,0.15879396984924624,0.515625,79,23,1,175,0.26381909547738697
6.1454545454545455,34,271,52,88,0.2,0.6793969849246231,0.14779874213836477,58,995,4,162,-3.0693467336683415
7.427083333333333,39,234,17,88,0.3,0.7135678391959799,0.176056338028169,58,995,10,64,-3.6530653266331656
7.5,44,227,14,88,0.4,0.7085427135678392,0.21453287197231835,20,995,2,60,-4.09859296482412
8.204819277108435,43,166,7,88,0.5,0.6834170854271356,0.4713375796178344,61,995,7,51,-4.065929648241206
9.408163265306122,40,53,0,88,0.6,0.46331658291457284,0.900562851782364,27,995,3,6,-3.755477386934673
6.083333333333333,9,75,11,89,0.1,0.2201005025125628,0.27884615384615385,51,212,2,176,-0.5415075376884422
5.810344827586207,27,270,29,89,0.2,0.6743718592964824,0.16408668730650156,59,995,6,137,-2.372462311557789
6.710280373831775,55,231,20,89,0.3,0.7206030150753768,0.16606498194945848,29,995,3,94,-5.184723618090452
7.7032967032967035,46,219,15,89,0.4,0.7035175879396985,0.25510204081632654,49,995,7,62,-4.348341708542713
7.444444444444445,31,71,0,89,0.5,0.4030150753768844,0.8802698145025295,39,995,1,21,-2.817889447236181
8.403508771929825,29,69,0,89,0.6,0.48040201005025124,0.8662790697674418,79,995,4,8,-2.6545728643216076
8.0,2,17,0,90,0.1,0.1035175879396985,0.6382978723404256,61,18,2,134,0.1490452261306534
5.221153846153846,21,249,37,90,0.2,0.5457286432160804,0.17,68,804,3,157,-1.761005025125628
6.619047619047619,33,247,30,90,0.3,0.6974874371859296,0.17666666666666667,31,995,8,100,-3.037386934673367
7.422680412371134,50,218,6,90,0.4,0.721608040201005,0.21014492753623187,23,995,3,51,-4.710351758793969
7.6716417910447765,36,114,5,90,0.5,0.5155778894472361,0.762993762993763,61,995,3,28,-3.33608040201005
9.56,28,62,0,90,0.6,0.48040201005025124,0.8798449612403101,23,995,4,0,-2.5587939698492463
7.473684210526316,4,33,2,91,0.1,0.14271356783919598,0.49230769230769234,80,32,4,139,-0.07396984924623105
5.595041322314049,32,266,33,91,0.2,0.6793969849246231,0.15286624203821655,52,989,7,152,-2.897788944723618
6.6826923076923075,46,243,23,91,0.3,0.6974874371859296,0.19,11,995,3,102,-4.280201005025125
7.752688172043011,36,222,10,91,0.4,0.7236180904522613,0.1897810218978102,37,995,3,48,-3.301608040201005
8.63013698630137,43,136,1,91,0.5,0.6331658291457286,0.6263736263736264,50,995,2,33,-4.0189949748743725
9.18867924528302,30,61,0,91,0.6,0.4894472361809045,0.8796844181459567,81,995,0,10,-2.7160804020100504
6.083333333333333,3,46,9,92,0.1,0.14673366834170853,0.4457831325301205,64,82,1,231,0.06381909547738708
6.127272727272727,27,263,34,92,0.2,0.6763819095477387,0.1806853582554517,64,995,8,144,-2.4110552763819095
6.876190476190477,48,221,16,92,0.3,0.7246231155778895,0.19047619047619047,34,995,5,88,-4.502110552763819
7.40625,42,226,6,92,0.4,0.7135678391959799,0.20422535211267606,35,995,4,41,-3.9209045226130654
8.385714285714286,35,130,1,92,0.5,0.5889447236180905,0.6813725490196079,42,995,8,29,-3.282110552763819
9.098039215686274,34,59,0,92,0.6,0.4663316582914573,0.8886792452830189,54,995,2,6,-3.141206030150754
5.066666666666666,2,26,4,93,0.1,0.0763819095477387,0.4090909090909091,35,58,0,223,0.17195979899497502
5.64957264957265,35,270,43,93,0.2,0.6633165829145728,0.1509433962264151,56,960,5,145,-3.16964824120603
6.782178217821782,43,257,34,93,0.3,0.6864321608040201,0.17363344051446947,43,994,5,112,-4.000402010050251
8.397727272727273,47,216,15,93,0.4,0.7417085427135678,0.15625,62,995,6,47,-4.437788944723619
8.754716981132075,37,71,0,93,0.5,0.4663316582914573,0.8660377358490566,29,995,4,25,-3.4468341708542707
8.886363636363637,26,52,0,93,0.6,0.39195979899497485,0.9139072847682119,65,995,0,11,-2.32
7.666666666666667,3,24,0,94,0.1,0.13869346733668342,0.4,49,31,3,174,0.04130653266331674
6.035714285714286,42,271,34,94,0.2,0.6793969849246231,0.14779874213836477,65,995,7,133,-3.910050251256281
6.980392156862745,43,239,20,94,0.3,0.714572864321608,0.15547703180212014,54,995,5,85,-4.006130653266331
7.891304347826087,44,210,5,94,0.4,0.7296482412060301,0.21641791044776118,59,995,7,56,-4.145226130653266
8.070588235294117,47,167,4,94,0.5,0.6884422110552764,0.459546925566343,109,995,3,46,-4.423919597989949
9.826086956521738,25,52,0,94,0.6,0.4542713567839196,0.9040590405904059,41,995,2,9,-2.231256281407035
6.214285714285714,7,68,10,95,0.1,0.1748743718592965,0.37037037037037035,66,163,1,197,-0.33718592964824107
6.150442477876106,44,243,25,95,0.2,0.6964824120603015,0.19269102990033224,67,995,11,136,-4.145125628140703
6.852941176470588,38,246,19,95,0.3,0.7015075376884422,0.16891891891891891,42,995,8,77,-3.5335678391959795
7.484210526315789,45,220,10,95,0.4,0.7135678391959799,0.22535211267605634,55,995,9,53,-4.266432160804021
8.4375,44,156,3,95,0.5,0.6773869346733669,0.5125,43,995,7,26,-4.169447236180905
9.076923076923077,27,66,1,95,0.6,0.4743718592964824,0.8735632183908046,55,995,0,10,-2.4176884422110554
7.7272727272727275,4,46,5,96,0.1,0.1708542713567839,0.38666666666666666,38,154,0,164,-0.02140703517587935
5.325,28,306,66,96,0.2,0.6412060301507537,0.1404494382022472,75,995,6,179,-2.489748743718593
6.711538461538462,41,240,28,96,0.3,0.700502512562814,0.1919191919191919,41,995,4,114,-3.7962814070351762
7.009803921568627,40,232,12,96,0.4,0.7175879396984924,0.17142857142857143,54,995,4,74,-3.7143718592964823
8.091954022988507,37,182,6,96,0.5,0.7055276381909548,0.3767123287671233,65,995,11,34,-3.505326633165829
8.96078431372549,32,63,0,96,0.6,0.4592964824120603,0.88268156424581,64,995,3,9,-2.947939698492462
7.111111111111111,6,48,6,97,0.1,0.192964824120603,0.38461538461538464,68,101,2,202,-0.24231155778894456
5.892857142857143,29,283,51,97,0.2,0.6613065326633166,0.15773809523809523,73,992,5,152,-2.5804020100502507
6.4036697247706424,39,244,20,97,0.3,0.700502512562814,0.17845117845117844,25,995,10,94,-3.652160804020101
7.232323232323233,51,225,12,97,0.4,0.7185929648241206,0.1935483870967742,50,995,4,56,-4.821507537688442
8.0,48,158,4,97,0.5,0.6834170854271356,0.4968152866242038,44,995,7,44,-4.5711557788944726
9.183673469387756,32,63,0,97,0.6,0.45226130653266333,0.8841911764705882,47,995,0,7,-2.9199999999999995
6.5,0,19,4,98,0.1,0.06532663316582915,0.32142857142857145,28,15,2,181,0.3517587939698493
6.044642857142857,42,267,37,98,0.2,0.6793969849246231,0.16037735849056603,61,995,7,135,-3.8931658291457283
6.6380952380952385,48,234,24,98,0.3,0.700502512562814,0.21212121212121213,85,995,6,102,-4.504422110552763
7.752688172043011,47,220,8,98,0.4,0.7226130653266332,0.2,26,995,1,51,-4.394673366834171
9.26923076923077,37,68,0,98,0.5,0.4844221105527638,0.8671875,38,995,0,8,-3.413266331658291
8.9,34,61,0,98,0.6,0.4452261306532663,0.8892921960072595,21,995,1,6,-3.1338693467336682
6.7894736842105265,4,34,0,99,0.1,0.12964824120603016,0.4426229508196721,57,47,3,209,-0.054070351758793836
5.298387096774194,39,290,59,99,0.2,0.6592964824120603,0.1394658753709199,50,988,3,180,-3.5565829145728642
7.5473684210526315,44,233,28,99,0.3,0.7195979899497488,0.1618705035971223,53,995,7,99,-4.124924623115577
7.377777777777778,43,197,13,99,0.4,0.6663316582914572,0.40483383685800606,60,995,5,60,-4.029648241206031
8.104651162790697,44,181,6,99,0.5,0.699497487437186,0.3926174496644295,20,995,3,37,-4.126834170854271
9.254901960784315,41,59,0,99,0.6,0.4733668341708543,0.887189292543021,64,995,3,9,-3.8504522613065326
